TotalSteps,ActivityDate,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalMinutesAsleep,ReconstructionError,Anomaly
13162,4/12/2016,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,25,13,328,728,1985,383.0,0.07115874856764229,False
13162,4/12/2016,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,25,13,328,728,1985,285.0,0.06054497464731376,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,327.0,0.05517416751833718,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,384.0,0.07827319101052618,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,412.0,0.09256648767590231,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,340.0,0.05973420803084816,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,700.0,0.21269946360681674,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,304.0,0.048131413521334036,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,360.0,0.06756675553880857,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,325.0,0.05450974081788158,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,361.0,0.06798439689350234,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,430.0,0.10278016352919614,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,277.0,0.041535169191445585,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,245.0,0.03605472051276853,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,366.0,0.07010966533544492,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,341.0,0.06010232152048885,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,404.0,0.08828463029119704,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,369.0,0.0714145417332467,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,273.0,0.04071144701456731,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,247.0,0.03632295993657647,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,334.0,0.05757758376844695,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,331.0,0.056532684851175644,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,594.0,0.19451712494785042,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,338.0,0.05900541694790395,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,383.0,0.07779859643837451,False
10735,4/13/2016,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,776,1797,285.0,0.04330141149778623,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,327.0,0.16251664673489336,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,384.0,0.16830269036140172,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,412.0,0.17409137672810995,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,340.0,0.1631281180876824,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,700.0,0.4535725936724851,True
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,304.0,0.16245988647375634,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,360.0,0.1648859337914457,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,325.0,0.16245974925348372,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,361.0,0.16499983442795296,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,430.0,0.1788377524194375,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,277.0,0.16406452964392348,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,245.0,0.16830364096299222,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,366.0,0.1656064298236034,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,341.0,0.16319249020719637,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,404.0,0.1722393958059947,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,369.0,0.16600010758160402,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,273.0,0.16445571917715776,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,247.0,0.16796442742282944,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,334.0,0.1627939104210276,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,331.0,0.16266022360845467,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,594.0,0.3213967999240391,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,338.0,0.1630068240756468,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,383.0,0.16813185341348738,False
10460,4/14/2016,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,30,11,181,1218,1776,285.0,0.16340092307296097,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,327.0,0.07785196628643273,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,384.0,0.11456164696832619,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,412.0,0.13888190633029407,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,340.0,0.08551619279931502,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,700.0,0.24710164847551971,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,304.0,0.06531723596465176,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,360.0,0.09812447446194367,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,325.0,0.07671000843367798,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,361.0,0.09878083851922051,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,430.0,0.1659387655094098,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,277.0,0.05227382656838585,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,245.0,0.03915235828881886,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,366.0,0.10210005602166655,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,341.0,0.08612309495580105,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,404.0,0.13050118628346488,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,369.0,0.10412132895890674,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,273.0,0.0504950132360933,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,247.0,0.03989813858794026,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,334.0,0.08192689781820649,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,331.0,0.0801656501583139,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,594.0,0.24592520250579616,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,338.0,0.08430984647791526,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,383.0,0.11384834873161222,False
9762,4/15/2016,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,726,1745,285.0,0.055950372475229715,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,327.0,0.09341939095002852,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,384.0,0.11386190759832861,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,412.0,0.12685027008806213,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,340.0,0.09737356916296006,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,700.0,0.40855328650532424,True
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,304.0,0.08744860490858061,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,360.0,0.10427404139683966,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,325.0,0.09284819989955864,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,361.0,0.10464505040618813,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,430.0,0.1362249987436714,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,277.0,0.08211070399584174,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,245.0,0.07812165784368984,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,366.0,0.1065373008252574,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,341.0,0.0976950832508922,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,404.0,0.12294122604688584,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,369.0,0.10770235500741511,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,273.0,0.08147338531864844,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,247.0,0.07829666554886391,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,334.0,0.09549657653378976,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,331.0,0.09459150037606956,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,594.0,0.25859118104338275,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,338.0,0.09673801213023474,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,383.0,0.11343393220881358,False
12669,4/16/2016,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,773,1863,285.0,0.08350411810022017,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,327.0,0.19299062927870708,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,384.0,0.2564654717825786,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,412.0,0.30145429207351476,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,340.0,0.20497434214128923,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,700.0,0.6663817485531236,True
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,304.0,0.17281383469270736,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,360.0,0.22549034143629987,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,325.0,0.19118414730654923,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,361.0,0.22664112124303842,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,430.0,0.33540921762311765,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,277.0,0.15079928368125414,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,245.0,0.12704538625918305,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,366.0,0.2325775003198237,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,341.0,0.20591341917487888,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,404.0,0.28762765591012723,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,369.0,0.23628533546936867,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,273.0,0.14769135863065072,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,247.0,0.1284556489803439,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,334.0,0.19939142880396002,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,331.0,0.19663341578114593,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,594.0,0.765288636022754,True
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,338.0,0.20310346807693888,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,383.0,0.2550349516054006,False
9705,4/17/2016,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,539,1728,285.0,0.1571339449179889,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,327.0,0.2219618683709954,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,384.0,0.21829318230847,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,412.0,0.21943749894898895,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,340.0,0.22041701649429607,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,700.0,0.3784549726151684,True
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,304.0,0.2257201513866106,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,360.0,0.2188573935095279,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,325.0,0.2222366900555692,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,361.0,0.21880539713370634,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,430.0,0.2211981722010002,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,277.0,0.23180335973493818,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,245.0,0.24135041458212678,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,366.0,0.21858269205080694,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,341.0,0.2203155849241467,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,404.0,0.21891245400625553,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,369.0,0.2184787039892524,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,273.0,0.23285804584922656,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,247.0,0.24067945028848164,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,334.0,0.2210780241240557,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,331.0,0.22144199333475736,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,594.0,0.27419178834648417,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,338.0,0.22062747114872777,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,383.0,0.218288284567598,False
13019,4/18/2016,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,42,16,233,1149,1921,285.0,0.229812694068456,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,327.0,0.08190121510656977,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,384.0,0.08839493953259983,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,412.0,0.0945313297751697,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,340.0,0.08267412637697161,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,700.0,0.27031627362478117,False
15506,4/19/2016,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,775,2035,304.0,0.08155893571843266,False
